TIME, DESCRIPT
8:08,e essa primeira área ela é tão fácil que
8:10,ela é só um tutorial você deve explorar
8:13,toda essa área aqui para você entender
8:14,como funciona o jogo e olha só esse Boss
8:18,aqui um galho aqui que de ruim pode
8:20,acontecer oh não o cachorro das Trevas
8:24,assassino que veio para me destruir
8:26,assim como o primeiro Boss É só você ir
8:28,para cima
8:30,quanto maior Boss mais fácil ele é Você
8:33,tem que sempre ir PR cima dele sempre PR
8:35,cima sempre PR cima se você grudar nele
8:37,ele não consegue te acertar toma na
8:39,bunda
8:41,safadao
8:43,ruim não Boss muito
8:46,bravinho Mat seu
8:48,cu Eita tomei gelo calma
8:54,achei fácil bom e agora você pode usar
8:58,essa área aqui Eu recomendo você
9:00,praticar bastante com esses car do
9:01,escudo não esses aqui
9:05,são
9:07,car uma coisa que pode te ajudar contra
9:09,esses car de escudo é você apertar
9:11,triângulo e segurar a arma com as duas
9:13,mãos seu dano vai atravessar o escudo
9:16,deles olha
9:21,s sempre atra os inimigos para lutar com
9:23,eles um por um
9:30,aqui tem o Supremo ele é uma versão
9:33,daqueles Car ali só que mais forte
9:34,quando você se sentir confiante você vem
9:36,aqui e tenta matar ele se você conseguir
9:39,matar ele é porque você tá pronto para
9:40,jogar Dark Souls Ele é bem mais difícil
9:44,mas é a mesma lógica matar quando ele
9:47,põe essa postura você corre porque essa
9:49,postura tira
9:53,muito matar no soco
9:59,toma socão para ficar
10:05,esperto
10:08,toma otário e esses carinas aqui eles
10:11,são bom para farmar também se você ficar
10:13,treinando aqui bastante você vai
10:14,conseguir bastante alminha Olha só tô
10:16,com 8000 almas agora eu vou ir lá na
10:18,mulher e no início do jogo eu vou upar
10:22,só a minha vida pode upar sua vida sem
10:24,medo até o nível 25 mais ou menos você
10:26,só UPA os outros atributos depois você
10:29,chegar chegar no nível 25 em vida e
10:30,quando você pegar al uma arma ou algum
10:32,item que precise do atributo em
10:34,específico por exemplo você achou uma
10:35,espada que precisa de 18 de força aí
10:37,você começa upar força para usar espada
10:40,senão você tá gastando ponto
10:42,desnecessariamente se você sai pondo um
10:44,ponto aqui aí outro pontinho aqui aí
10:46,outro pontinho aqui outro aqui e olha o
10:47,tamanho da minha vida 20 minutos de jogo
10:50,já tô com a vida desse tamanho uma coisa
10:52,que vai te ajudar muito nos combates é
10:53,entender o que é Hyper armor e pois ou
10:56,equilíbrio do tupiniquin isso tem a ver
10:58,com quando o inimigo toma stag que é
11:01,quando ele sente dor você dá um tapa e
11:02,cancela o ataque dele isso é stag você
11:05,faz o inimigo perder o equilíbrio e isso
11:07,também serve para você a mesma coisa e
11:09,funciona assim no Dark Souls 1 em
11:11,específico Pois é determinado pela
11:13,armadura e qu mais forte fosse o
11:15,armadura ou a do inimigo mais porrada
11:17,ele vai aguentar antes de perder o
11:18,equilíbrio mas isso só pro Dark Souls 1
11:21,nos outros Dark Souls no sekiro no
11:23,bloodborn no the ring Você tem o que é
11:25,chamado de Hyper armor e o seu
11:27,equilíbrio passa a ser determinado pela
11:29,sua a arma então se você tiver com uma
11:30,marreta gigantesca e o inimigo te dá um
11:33,tapa no meio do ataque dificilmente seu
11:35,ataque vai ser cancelado mesmo que você
11:36,tome dano agora se você tiver com uma
11:38,espadinha qualquer coisa cancela seu
11:40,ataque Então você tem que usar mais da
11:41,sua mobilidade para vencer o combate eu
11:44,honestamente prefiro assim porque te dá
11:46,mais liberdade para fazer builds com
11:48,armas pesadas sem ter que andar com
11:49,armadura gigantesca e é por isso que os
11:51,jogos de hoje em dia raramente usam Esse
11:53,sistema de poise do Dark Souls 1 isso é
11:56,bem coisa de jogo antigo mesmo outra
11:58,coisa que você precisa entender end que
11:59,você tem que usar arma certa no inimigo
12:01,certo e eu não falo só do elemento que é
12:03,a fraqueza dele como raio fogo magia
12:06,veneno mas também que tem inimigos que
12:08,são muito difíceis de matar sem um
12:09,escudo por exemplo tem inimigos que
12:11,resistem a certos tipos de dano como
12:13,dano cortante contundente perfurante tem
12:16,inimigo que é muito rápido e
12:17,dificilmente você vai conseguir matar
12:19,ele com armas pesadas Pode até parecer
12:21,Óbvio mas eu já vi muita gente chegando
12:23,em a nor londor com a lança elétrica
12:25,tentando matar os inimigos de lá sendo
12:26,que praticamente todos os inimigos de lá
12:28,são resistentes eletricidade então se
12:30,você bate num bicho e não tira nenhum
12:31,pingo de vida é porque você tá usando a
12:33,arma errada sempre questione seu dano e
12:36,é claro se os inimigos tiverem muito
12:38,fortes Provavelmente você não deveria
12:40,est ali volta aí procura outro caminho e
12:42,depois você vai para lá quando você
12:43,tiver mais forte ou então sai correndo
12:45,até achar uma fogueira e liberar um
12:47,atalho isso sempre funciona para jogar
12:49,Dark Souls você tem que superar o medo
12:51,da morte imagina que você perdeu tudo
12:54,sua família seu dinheiro seu carro sua
12:55,casa sua namorada sua esposa sua amante
12:58,e você não tem mais a absolutamente nada
13:00,Você teria medo da morte com certeza não
13:02,porque você não teria mais nada a perder
13:04,e a mesma coisa no Dark Souls antes de
13:06,explorar uma área nova ao lutar contra
13:08,um boss gasta todas suas almas que é a
13:10,experiência do jogo porque se você não
13:12,sabe quando você morre você perde todas
13:14,suas almas mas dá para recuperar é só ir
13:16,lá no chão e pegar Porém você tem que
13:18,entender que é absolutamente normal
13:19,morrer em Dark Souls a própria história
13:22,do jogo gira em torno da morte então
13:24,você tem que entender que quando você
13:25,morre você volta com conhecimento e as
13:27,habilidades para superar aquele desafio
13:29,Dark Souls é quase que uma metáfora pra
13:32,vida e falando em vida não mate nenhum
13:34,NPC Eu sei que dá vontade de esmir
13:37,elharrar mas você precisa se conter
13:40,porque tem muito NPC que te ajuda demais
13:42,na Gam playl tem quests que você pode
13:44,completar para pegar itens e armas a
13:46,forma mais fácil de destruir seu jogo é
13:48,sair matando todo mundo que você vê pela
13:50,frente com exceção desse cara pode fazer
13:52,o favor para se mesmo de matar esse
13:53,[ __ ] Quando você vê ele mata ele
13:55,escuta o que eu tô falando então é isso
13:57,aí né Dark Souls galera ciao
