TIME, DESCRIPT
9:54,NPC Daí podemos abrir essa porta e assim
9:57,retirarmos a água caso contrário você
10:00,não vai conseguir fazer a área e nem
10:02,mesmo chegarem em seu chefe e ainda
10:05,sobre o chefe Nem tente cair na sua sala
10:07,sem o anel do ator executado só com ele
10:10,você poderá entrar no abismo caso você
10:13,pule sem você vai morrer na hora você
10:16,vai conseguir este anel matando um chefe
10:19,na floresta e tá achando frata as suas
10:22,armas com caos pois bem saiba que elas
10:25,escalam com a humanidade no contador sim
10:27,aquelas ali em cima quanto maior for o
10:30,número ali mais forte fica uma arma do
10:32,Caos Lembrando que isso vai até o 10
10:35,Além disso
10:37,humanidades ali em cima aumentam a sua
10:39,sorte ficando mais fácil que os inimigos
10:42,te Dropa em itens além de aumentar as
10:45,suas também a serpente que aparece em
10:48,parelink compra os nossos itens por um
10:50,preço bom vale a pena vender o que você
10:52,não quer usar quando estiver Nas
10:55,Profundezas mate esse mago antes caso
10:58,contrário ele bufará o chefe que ficará
11:01,muito mais forte na Fortaleza de 100
11:04,você pode girar essa alavanca e assim
11:07,derrubar uma bola para baixo e lá
11:09,embaixo haverá o Logan preso o NPC que
11:12,vende as melhores magias do jogo e ainda
11:15,nessa Fortaleza mate esse gigante que
11:18,joga bolas caso você não faça isso ao
11:21,entrar no chefe ele vai ficar te
11:23,atrapalhando bastante
11:24,passando daí ao chegarmos na próxima
11:27,área você poderá transformar as almas
11:30,que ganhou dos chefes em armas no
11:32,Ferreiro de lá dá uma olhada nas weeks
11:35,pois preciso pararmos específicas para
11:38,transformá-las nas armas do chefes e
11:41,vale a pena pegar armas dos chefes são
11:43,muito boas se for mais jogadores de
11:47,preferência para os que tenham a marca
11:48,amarela no chão caso eles te ajudem a
11:51,matar um chefe você ganha uma medalha da
11:53,luz solar que pode te dar Milagres bons
11:56,mas para pegá-las você precisa entrar no
11:59,pacto da luz solar que fica aqui
12:01,entretanto para fazer parte dele você
12:04,precisa de 25 de fé na versão remaster
12:06,ou de 50 na original é muita coisa né só
12:10,que você consegue diminuir essa pele 5
12:12,toda vez que deixa o sinal para alguém e
12:14,o ajuda a matar um chefe tipo assim você
12:17,precisa de 25 de pé mas se você deixar
12:20,um sinal e ajudar o seu amigo a matar o
12:23,Taurus essa fé é necessária para você
12:25,fazer parte do parto já diminui para 20
12:28,e o grande símbolo da cooperação é o
12:31,Soler e ele enlouquece no fim mas calma
12:34,você pode salvá-lo caso dê 30 humanidade
12:37,nesse parto isso te fará abrir essa
12:39,porta e matar esses insetos antes que
12:43,eles enlouqueçam o pobre solar tem uma
12:45,maneira também que é tipo um glitter dá
12:48,uma olhada no YouTube caso você não
12:50,queira gastar 30 unidades e matando
12:53,esses insetos um deles te dropar a um
12:56,Elmo esse Elmo é super útil no jogo pois
12:58,ele iluminará o nosso caminho e acredite
13:01,tem áreas muito mas muito escuras mesmo
13:04,do tipo que você não vai enxergar nada
13:06,esse é uma vai te salvar e se você
13:09,gostou das dicas curta e compartilhe
13:11,para ajudar o canal e até o próximo
13:13,vídeo tchau
