TIME, DESCRIPT
10:45,você pode invocar pessoas para te ajudar
10:46,a matar chefes mas também você pode ser
10:48,invadido
10:49,aqui você não pede o flash como os
10:51,outros barcos souza que você já tem
10:52,estudos flash as fogueiras por padrão de
10:55,15 este flash que quando você senta
10:57,nelas com exceção das falhas líquida dez
10:59,jogadores de darem 10 de este flash que
11:03,você precisa acendê-la e pra isso você
11:05,tem que consumir duas unidades vai ficar
11:08,com o número dois ali você vai se torna
11:11,humano e depois você acende a fogueira
11:12,assim ela vai te dar 10 dos flashes
11:15,eu recomendo vocês fazem fogueiras que
11:17,você vai usar muito ou em locais que
11:19,está passando muita dificuldade souza
11:21,toca a banda o rappa então os nas
11:23,fogueiras com sabedoria não vai usar nem
11:25,todas e beleza agora a gente tem uma
11:27,espada forte e consegue matar os
11:28,inimigos com uma certa facilidade
11:31,e quando a gente chegar numa área
11:33,vizinha lhe que tem umas uma subida com
11:35,uma escadinha você mata os bichos
11:37,cuidado com a armadilha que tem ali e
11:39,logo à direita você vai ver um black
11:41,night black night é bem difícil de se
11:44,matar ele é bem forte por sinal
11:46,você pode tentar matá lo do jeito
11:47,clássico ou você pode fazer o que eu
11:49,faço
11:49,você vai chamar a atenção do black night
11:51,e depois matar todos os inimigos ao
11:53,redor e sob as escadinhas ali à direita
11:56,o black night vai seguir quando ele
11:57,subia a escada perto de você você rola
11:59,pra frente e kayali no pequeno na
12:02,pequena marquise que tem ali
12:03,o black night na fome de sangue vai
12:05,tentar bater vai cair vai morrer e
12:07,automaticamente vários itens para você
12:09,se você tiver sorte ele vai do país para
12:11,dele e você pode focar nessa espada o
12:13,metano força e destreza e dá pra usar
12:15,ela
12:16,o final do jogo se você quiser e depois
12:18,basta você rolar pra frente você volta
12:19,para o mapa normal ou não
12:22,ok significante vamos subir todas as
12:25,escadas aqui lembrando que tem umas
12:27,coisas pra gente explorar a gente vai
12:28,fazendo a parte 2
12:29,mas o objetivo é você subir a escada tem
12:31,os barris que tem um bichinho que dobra
12:33,digitaliza cintilante recomendo que
12:34,tenta matar ele e agora se vai chegar no
12:36,segundo o chefe do jogo apenas a ponte
12:38,toda estreita aí sobe as escadas para
12:41,matar os arquivos que tenham em cima e
12:43,vai pro meio da ponte que o checho vai
12:44,aparecer depois que ele aparecer bem
12:46,fácil matar ele basta você voltar para
12:48,aquelas escadas subir e cair em cima do
12:50,chefe ele vai perder metade da vida
12:52,basta você repetir o procedimento se
12:54,você quiser matéria em baixo ficando
12:56,entre as pernas dele no bom sentido
12:58,você pode matar ou baixa você subir o
13:00,chamado pela metade da ponte voltar com
13:02,refrescada e caiu em cima dele matando
13:05,bem simples sem muito mistério é todo
13:11,ele ainda mais diferente a gente vai
13:12,chegar numa ponte nome cheio de inimigos
13:15,antes disso vai para a esquerda para
13:17,conversar com grande soler que ele vai
13:19,te dar o item que você pode colocar sua
13:21,marca no chão e ser invocados para os
13:22,jogadores
13:24,depois disso vai correndo pela ponte
13:25,porque o dragão vai cuspir fogo você e
13:28,você vira à direita e você vai abrir o
13:31,atalho para aquela segunda fogueira que
13:32,você desbloqueou e agora a gente já tem
13:35,também o nosso primeiro método de farm
13:37,agora que você desbloqueou aquele
13:38,detalhe senta na fogueira lá embaixo
13:40,volta pelos cadinho de bloqueada corre
13:43,pra ponte e se a briga de novo embaixo
13:46,o dragão vai matar todos os inimigos da
13:47,ponte dando 500 e pouco de almas se
13:50,repetir nesse processo algumas vezes
13:51,você consegue ocupar bem o seu
13:52,personagem se você tiver uma boa
13:53,paciência e bem a gente já começou agora
13:56,com três espadas fortes com o método de
13:58,farm muito bom você já está basicamente
14:00,pronto para começar o jogo se você
14:02,quiser a partir daqui o seu personagem
14:04,está bom ele já está forte você não vai
14:06,ter muitos implante de cílios
14:08,mas da parte 2 ainda vou te ensinar
14:09,pegar mas boas e também alguns itens
14:11,bons que ficaram ali para trás e que tem
14:14,um pouquinho mais pra frente ok mas daí
14:16,é a primeira parte principal espero
14:18,vocês tenham gostado se gostou de seu
14:20,leque aqui embaixo se você inscritos em
14:22,breve aqui no canal e até a parte 2 é
14:24,nóis eu fico por aqui e fui
